species,level,network,elevation,n.elevation,transect,degree,species.strength,NSI,betweenness,partner.diversity,d
Veronica_chamaedrys,Plant,1463.2,1463,1463,2,5,1.53166243241483,1.38709677419355,0.0204283090646727,1.41848366194566,0.285217475142661
Agriphila,Animal,1463.2,1463,1463,2,1,0.333333333333333,2.3728813559322,0,0,0.830622100743982
Anthomyia,Animal,1463.2,1463,1463,2,1,0.0185185185185185,1.66101694915254,0,0,0.385000745993893
Anthomyiidae2,Animal,1463.2,1463,1463,2,3,1.22255639097744,1.6271186440678,0,0.950270539233235,0.486566093366375
Apis,Animal,1463.2,1463,1463,2,2,0.7,1.96610169491525,0,0.693147180559945,0.801261895047032
Bombus,Animal,1463.2,1463,1463,2,3,1.66819105691057,1.72881355932203,0.00136658541830956,1.03972077083992,0.653394154431046
Botanophila,Animal,1463.2,1463,1463,2,7,1.14078556551796,1.11864406779661,0.114637381514972,1.73398356974845,0.252404391454685
Braconidae,Animal,1463.2,1463,1463,2,2,0.0830346475507766,1.54237288135593,0.00506446826338351,0.636514168294813,0.425197391943865
Bradysia,Animal,1463.2,1463,1463,2,6,0.436623143881208,1.38983050847458,0.0401638619140163,1.67698777432242,0.36575150423339
Bruchidae,Animal,1463.2,1463,1463,2,1,0.00152439024390244,1.74576271186441,0,0,0
Calliphoridae,Animal,1463.2,1463,1463,2,3,0.237566137566138,1.55932203389831,0.00817397407154,1.01140426470735,0.474397926431756
Cantharidae,Animal,1463.2,1463,1463,2,1,0.0285714285714286,1.8135593220339,0,0,0.451856317291788
Cerambycidae,Animal,1463.2,1463,1463,2,1,0.0294117647058824,1.84745762711864,0,0,0.456325453629368
Ceratopogonidae,Animal,1463.2,1463,1463,2,2,0.0878136200716846,1.54237288135593,0.00506446826338351,0.562335144618808,0.425017547790062
Chalcidoidea,Animal,1463.2,1463,1463,2,1,0.0185185185185185,1.66101694915254,0,0,0.385000745993893
Chaoboridae,Animal,1463.2,1463,1463,2,2,0.0435185185185185,1.61016949152542,0.00265239613616896,0.693147180559945,0.337316980442947
Chironomidae,Animal,1463.2,1463,1463,2,2,0.0838235294117647,1.72881355932203,0.00236378984504922,0.636514168294813,0.432198807168481
Chloropidae,Animal,1463.2,1463,1463,2,5,0.189521043278658,1.28813559322034,0.0343365236279073,1.52295506753132,0.269357642325179
Chrysomelidae,Animal,1463.2,1463,1463,2,1,0.025,1.83050847457627,0,0,0.431269193880951
Coccinellidae,Animal,1463.2,1463,1463,2,1,0.00152439024390244,1.74576271186441,0,0,0
Coenosia,Animal,1463.2,1463,1463,2,6,0.838854079643553,1.35593220338983,0.027899784614442,1.55526550307495,0.384509650873367
Corynoptera,Animal,1463.2,1463,1463,2,1,0.0075187969924812,1.6271186440678,0,0,0.246033318113615
Curculionidae,Animal,1463.2,1463,1463,2,2,0.564516129032258,1.72881355932203,0.0031154307016376,0.636514168294813,0.625231476926787
Drymeia,Animal,1463.2,1463,1463,2,3,0.314964831433422,1.50847457627119,0.00654132071474871,0.535961049709069,0.408775142785991
Elateridae,Animal,1463.2,1463,1463,2,2,0.0337824547600315,1.54237288135593,0.0162762701368399,0.693147180559945,0.143783472295667
Empididae,Animal,1463.2,1463,1463,2,4,1.39500316255534,1.6271186440678,0.0304407697828634,1.38629436111989,0.617206000392487
Ephydridae,Animal,1463.2,1463,1463,2,1,0.0185185185185185,1.66101694915254,0,0,0.385000745993893
Episyrphus,Animal,1463.2,1463,1463,2,4,1.19326093010304,1.42372881355932,0.0119097040386396,1.08889997534522,0.382627811277607
Fanniidae,Animal,1463.2,1463,1463,2,1,0.0075187969924812,1.6271186440678,0,0,0.246033318113615
Figitidae,Animal,1463.2,1463,1463,2,3,0.440852130325815,1.57627118644068,0.0335759053899984,1.09861228866811,0.496761524726575
Formica,Animal,1463.2,1463,1463,2,16,9.49686788933323,1.10169491525424,0.123047827856453,0.64673979300139,0.625063439793986
Formicidae,Animal,1463.2,1463,1463,2,2,0.0616747661837521,1.44067796610169,0.0222414160867728,0.348832095843032,0.288727350541781
Gelechiidae1,Animal,1463.2,1463,1463,2,1,0.2,2.03389830508475,0,0,0.751865862595104
Gelechiidae2,Animal,1463.2,1463,1463,2,1,0.0285714285714286,1.8135593220339,0,0,0.451856317291788
Halictus,Animal,1463.2,1463,1463,2,1,0.00304878048780488,1.74576271186441,0,0,0
Ichneumonidae,Animal,1463.2,1463,1463,2,2,0.125272331154684,1.57627118644068,0.00575540478089204,0.673011667009257,0.451363383721913
Lasioglossum,Animal,1463.2,1463,1463,2,4,1.09319105691057,1.54237288135593,0.0187755708800334,1.38629436111989,0.388063756669387
Leptothorax,Animal,1463.2,1463,1463,2,1,0.00152439024390244,1.74576271186441,0,0,0
Lonchaeidae,Animal,1463.2,1463,1463,2,6,0.386631875915807,1.28813559322034,0.0417504310418148,1.74786809746676,0.332444551929321
Lygaeidae,Animal,1463.2,1463,1463,2,1,0.00304878048780488,1.74576271186441,0,0,0
Megaselia,Animal,1463.2,1463,1463,2,1,0.0075187969924812,1.6271186440678,0,0,0.246033318113615
Miridae,Animal,1463.2,1463,1463,2,4,0.452318041037553,1.54237288135593,0.0288901667197813,1.33217904021012,0.420355520614036
Musca,Animal,1463.2,1463,1463,2,1,0.171428571428571,1.8135593220339,0,0,0.63859406956076
Muscidae11,Animal,1463.2,1463,1463,2,3,1.01656198422886,1.44067796610169,0.0222414160867728,1.03972077083992,0.293185366430723
Muscidae5,Animal,1463.2,1463,1463,2,1,0.0150375939849624,1.6271186440678,0,0,0.275471761090418
Muscidae9,Animal,1463.2,1463,1463,2,3,0.246220389683887,1.50847457627119,0.00654132071474871,1.05492016798614,0.380468243368904
Nabidae,Animal,1463.2,1463,1463,2,1,0.00152439024390244,1.74576271186441,0,0,0
Oedemeridae,Animal,1463.2,1463,1463,2,1,0.0150375939849624,1.6271186440678,0,0,0.275471761090418
Pegoplata,Animal,1463.2,1463,1463,2,9,2.56102619134163,1.13559322033898,0.0883293000344769,1.92432257908368,0.418398468147207
Phaonia,Animal,1463.2,1463,1463,2,1,0.0075187969924812,1.6271186440678,0,0,0.246033318113615
Rhagionidae,Animal,1463.2,1463,1463,2,1,0.0285714285714286,1.8135593220339,0,0,0.451856317291788
Saltella,Animal,1463.2,1463,1463,2,3,0.193894458368143,1.38983050847458,0.0164741852578082,0.367649477400142,0.45377952981509
Salticidae,Animal,1463.2,1463,1463,2,1,0.032258064516129,1.74576271186441,0,0,0.470567055578007
Sarcophagidae,Animal,1463.2,1463,1463,2,3,0.437566137566138,1.55932203389831,0.0103113077251008,0.950270539233235,0.507398384181548
Scarabaeidae,Animal,1463.2,1463,1463,2,1,0.00152439024390244,1.74576271186441,0,0,0
Scatopsidae,Animal,1463.2,1463,1463,2,1,0.1,1.94915254237288,0,0,0.645000306357053
Sepsis,Animal,1463.2,1463,1463,2,8,1.71974175635166,1.25423728813559,0.0503118237056415,1.44907450512302,0.444922868619869
Syrphidae,Animal,1463.2,1463,1463,2,12,1.30074081893951,1.03389830508475,0.160817886316167,2.24679920516549,0.277372557253622
Tenthredinidae,Animal,1463.2,1463,1463,2,1,0.0294117647058824,1.84745762711864,0,0,0.456325453629368
Themira,Animal,1463.2,1463,1463,2,2,0.0851851851851852,1.64406779661017,0.00049916984501163,0.693147180559945,0.421973199063958
Thricops,Animal,1463.2,1463,1463,2,8,1.0124565181666,1.20338983050847,0.0604301385146257,1.55744024920248,0.341254734328782
Achillea_millefolium,Plant,1463.3,1463,1463,3,6,3.09848484848485,1.76923076923077,0,1.73286795139986,0.457086148383332
Carduus_defloratus,Plant,1463.3,1463,1463,3,2,1.25,1.92307692307692,0,0.636514168294813,0.799020924706138
Carlina_acaulis,Plant,1463.3,1463,1463,3,1,0.25,1.92307692307692,0,0,0.488083950380369
Carum_carvi,Plant,1463.3,1463,1463,3,3,1.4,1.76923076923077,0,1.09861228866811,0.5333410385907
Hypericum_maculatum,Plant,1463.3,1463,1463,3,1,1,,0,0,1
Leontodon_hispidus,Plant,1463.3,1463,1463,3,9,3.08333333333333,1.15384615384615,0.541062801932367,1.89892678933633,0.295532959042383
Leucanthemum_vulgare,Plant,1463.3,1463,1463,3,6,2.68333333333333,1.61538461538462,0.0144927536231884,1.74786809746676,0.445504885425765
Pimpinella_major,Plant,1463.3,1463,1463,3,27,20.2772727272727,1.23076923076923,0.439613526570048,3.07448668178259,0.382340852471601
Plantago_lanceolata,Plant,1463.3,1463,1463,3,1,0.2,1.76923076923077,0,0,0.405683871082213
Potentilla_erecta,Plant,1463.3,1463,1463,3,1,0.333333333333333,2.15384615384615,0,0,0.594316128917787
Ranunculus_acris,Plant,1463.3,1463,1463,3,5,2.30757575757576,1.69230769230769,0.00483091787439614,1.15958881430863,0.485267794369539
Scabiosa_columbaria,Plant,1463.3,1463,1463,3,1,0.166666666666667,1.76923076923077,0,0,0.338358104107972
Scorzoneroides_autumnalis,Plant,1463.3,1463,1463,3,1,0.2,1.76923076923077,0,0,0.405683871082213
Thymus_pulegoides,Plant,1463.3,1463,1463,3,1,0.5,2.15384615384615,0,0,0.744041975190185
Trifolium_pratense,Plant,1463.3,1463,1463,3,1,0.25,1.92307692307692,0,0,0.488083950380369
Agromyzidae,Animal,1463.3,1463,1463,3,1,0.125,1.97142857142857,0,0,0.473724809254137
Anthomyiidae2,Animal,1463.3,1463,1463,3,4,1.24798534798535,1.14285714285714,0.0860271115745569,1.33217904021012,0.184754360336186
Apidae,Animal,1463.3,1463,1463,3,4,2.4,1.74285714285714,0.124087591240876,1.38629436111989,0.672464540548021
Apis,Animal,1463.3,1463,1463,3,1,0.666666666666667,2.71428571428571,0,0,0.878225796008287
Botanophila,Animal,1463.3,1463,1463,3,4,0.301806526806527,1.11428571428571,0.120698644421272,1.38629436111989,0.0417743957960352
Cerambycidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Chalcidoidea,Animal,1463.3,1463,1463,3,1,0.0576923076923077,1.28571428571429,0,0,0.0722388782889354
Chironomidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Chloropidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Coenosia,Animal,1463.3,1463,1463,3,2,0.163461538461538,1.22857142857143,0.0474452554744526,0.636514168294813,0.0681474502065522
Dolichopodidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Empididae,Animal,1463.3,1463,1463,3,3,0.374358974358974,1.14285714285714,0.0896767466110532,1.01140426470735,0.108284166380379
Episyrphus,Animal,1463.3,1463,1463,3,2,0.124358974358974,1.2,0.0312825860271116,0.562335144618808,0.0306478930336889
Eristalis,Animal,1463.3,1463,1463,3,1,0.285714285714286,1.97142857142857,0,0,0.623755015590337
Formica,Animal,1463.3,1463,1463,3,2,0.200549450549451,1.22857142857143,0.0474452554744526,0.562335144618808,0.0962244690460785
Ichneumonidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Lasioglossum,Animal,1463.3,1463,1463,3,1,0.0909090909090909,1.94285714285714,0,0,0.393128988343128
Lonchaeidae,Animal,1463.3,1463,1463,3,1,0.0384615384615385,1.28571428571429,0,0,0.0214888913699534
Megaselia,Animal,1463.3,1463,1463,3,2,1.03846153846154,1.28571428571429,0,0.636514168294813,0.293579659570766
Megaspilidae,Animal,1463.3,1463,1463,3,1,0.333333333333333,2.11428571428571,0,0,0.721957852535978
Miridae,Animal,1463.3,1463,1463,3,1,0.142857142857143,1.97142857142857,0,0,0.507519584300932
Musca,Animal,1463.3,1463,1463,3,2,0.41025641025641,1.25714285714286,0.0547445255474453,0.500402423538188,0.171014609807058
Muscidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Muscidae11,Animal,1463.3,1463,1463,3,2,0.11013986013986,1.25714285714286,0.0218978102189781,0.693147180559945,0.0465747468191904
Muscidae5,Animal,1463.3,1463,1463,3,1,0.0666666666666667,1.77142857142857,0,0,0.314633468857636
Pegoplata,Animal,1463.3,1463,1463,3,4,1.19845154845155,1.11428571428571,0.120698644421272,1.08325501051851,0.474396840349663
Phora,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Pterophoridae,Animal,1463.3,1463,1463,3,1,1,,0,0,1
Raphidiidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Saltella,Animal,1463.3,1463,1463,3,1,0.125,1.97142857142857,0,0,0.473724809254137
Sarcophagidae,Animal,1463.3,1463,1463,3,2,1.01923076923077,1.28571428571429,0,0.693147180559945,0.406657257325393
Scathophagidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Scatopsidae,Animal,1463.3,1463,1463,3,1,0.0192307692307692,1.28571428571429,0,0,0
Sepsis,Animal,1463.3,1463,1463,3,3,0.494755244755245,1.2,0.072992700729927,0.759547391474864,0.139472997800677
Syrphidae,Animal,1463.3,1463,1463,3,4,1.48589743589744,1.17142857142857,0.0969760166840459,1.33217904021012,0.337327374827008
Tenthredinidae,Animal,1463.3,1463,1463,3,1,0.0384615384615385,1.28571428571429,0,0,0.0214888913699534
Thricops,Animal,1463.3,1463,1463,3,4,1.26721611721612,1.14285714285714,0.0860271115745569,1.242453324894,0.160794094720737
Achillea_millefolium,Plant,1632.1,1632,1632,1,4,1.73333333333333,1.875,0,1.38629436111989,0.768104417162933
Alchemilla_xanthochlora,Plant,1632.1,1632,1632,1,12,6.06185467174247,1.3125,0.0107022607022607,2.42601513195981,0.604281974320303
Chrysoplenium_alternifolium,Plant,1632.1,1632,1632,1,1,0.5,2.0625,0,0,0.871159775919555
Crepis_biennis,Plant,1632.1,1632,1632,1,2,0.337941628264209,1.5625,0,0.693147180559945,0.371454864890857
Leontodon_hispidus,Plant,1632.1,1632,1632,1,1,0.2,1.875,0,0,0.700842263956032
Myosotis_sylvatica,Plant,1632.1,1632,1632,1,4,1.34420289855072,1.375,0.00168350168350168,1.2130075659799,0.523804600948843
Plantago_media,Plant,1632.1,1632,1632,1,6,0.229368363053496,1.3125,0.0107022607022607,1.5396544474401,0.0563031279709641
Potentilla_aurea,Plant,1632.1,1632,1632,1,4,0.182028985507246,1.375,0.00168350168350168,0.836988216785836,0.228018679420059
Potentilla_erecta,Plant,1632.1,1632,1632,1,3,0.276347425365658,1.375,0.00649350649350649,0.950270539233235,0.176318879093384
Ranunculus_acris,Plant,1632.1,1632,1632,1,35,26.4492622629825,1.1875,0.0965608465608465,2.03741429852376,0.246987929781053
Ranunculus_montanus,Plant,1632.1,1632,1632,1,17,6.0557451746477,1.1875,0.0965608465608465,1.76934745980508,0.29487563369132
Rumex_alpestris,Plant,1632.1,1632,1632,1,4,1.73641304347826,1.375,0.00168350168350168,1.33217904021012,0.615926023524
Scorzoneroides_autumnalis,Plant,1632.1,1632,1632,1,15,4.39506412552696,1.0625,0.422318422318422,2.00612101115489,0.100837394425753
Taraxacum_campylodes,Plant,1632.1,1632,1632,1,16,6.88232697643637,1.125,0.351611351611352,2.51197780596663,0.28434222403853
Trifolium_pratense,Plant,1632.1,1632,1632,1,1,0.0133333333333333,1.75,0,0,0.197477604160047
Trifolium_repens,Plant,1632.1,1632,1632,1,1,0.444444444444444,2,0,0,0.825777275874747
Veronica_serpyllifolia,Plant,1632.1,1632,1632,1,2,0.158333333333333,1.4375,0,0.636514168294813,0.483058666519851
Adia,Animal,1632.1,1632,1632,1,1,0.0256410256410256,1.75,0,0,0.394189486331992
Agromyzidae,Animal,1632.1,1632,1632,1,2,0.142857142857143,1.60714285714286,0.00917483742713704,0.636514168294813,0.448734972303711
Anthomyiidae,Animal,1632.1,1632,1632,1,1,0.00472813238770686,1.39285714285714,0,0,0
Anthomyiidae2,Animal,1632.1,1632,1632,1,8,2.05379971683163,1.05357142857143,0.0971253691681668,0.688650087368835,0.137563879158175
Apidae,Animal,1632.1,1632,1632,1,1,0.00472813238770686,1.39285714285714,0,0,0
Auchenorrhyncha,Animal,1632.1,1632,1632,1,3,0.267228132387707,1.28571428571429,0.0283552463743003,1.03972077083992,0.200361837178686
Bibionidae,Animal,1632.1,1632,1632,1,1,0.00472813238770686,1.39285714285714,0,0,0
Bombus,Animal,1632.1,1632,1632,1,2,1.08928571428571,1.75,0,0.686961576597323,0.675698348035135
Botanophila,Animal,1632.1,1632,1632,1,8,0.901228794845816,1.05357142857143,0.0971253691681668,1.60900454772129,0.0618656157925412
Bradysia,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Calliphoridae,Animal,1632.1,1632,1632,1,1,0.0256410256410256,1.75,0,0,0.394189486331992
Cantharidae,Animal,1632.1,1632,1632,1,1,0.0625,1.82142857142857,0,0,0.541521732059653
Ceratopogonidae,Animal,1632.1,1632,1632,1,1,0.125,1.82142857142857,0,0,0.611626044428894
Cheilosia,Animal,1632.1,1632,1632,1,7,0.616589379887252,1.10714285714286,0.0790664241709826,1.54640741299226,0.0837505792433784
Coenosia,Animal,1632.1,1632,1632,1,3,0.564864066193854,1.28571428571429,0.0283552463743003,1.09861228866811,0.359226129873987
Cratyna,Animal,1632.1,1632,1632,1,1,0.0178571428571429,1.75,0,0,0.334363493505045
Dolichopodidae,Animal,1632.1,1632,1632,1,1,0.0178571428571429,1.75,0,0,0.334363493505045
Drymeia,Animal,1632.1,1632,1632,1,2,0.0202212090509963,1.28571428571429,0.0151865053474777,0.693147180559945,0.0593667736573418
Empididae,Animal,1632.1,1632,1632,1,6,1.48440560621412,1.25,0.0553904975882637,1.48803604417812,0.294336675777755
Ephydridae,Animal,1632.1,1632,1632,1,1,0.0178571428571429,1.71428571428571,0,0,0.334363493505045
Episyrphus,Animal,1632.1,1632,1632,1,2,0.0225852752448497,1.32142857142857,0.0110393329841424,0.636514168294813,0.00757617301561281
Eristalis,Animal,1632.1,1632,1632,1,1,0.0769230769230769,1.75,0,0,0.481698564028425
Eupeodes,Animal,1632.1,1632,1632,1,2,0.0225852752448497,1.32142857142857,0.0110393329841424,0.636514168294813,0.00757617301561281
Formica,Animal,1632.1,1632,1632,1,3,0.105998168498169,1.46428571428571,0.0293277062931329,1.09861228866811,0.295345211673145
Haematobia,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Halictus,Animal,1632.1,1632,1632,1,3,0.0971442859740732,1.21428571428571,0.0344066380525894,0.950270539233235,0.224021265100916
Hybotidae,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Hylemya,Animal,1632.1,1632,1632,1,1,0.0625,1.82142857142857,0,0,0.541521732059653
Ichneumonidae,Animal,1632.1,1632,1632,1,1,0.0256410256410256,1.75,0,0,0.394189486331992
Issidae,Animal,1632.1,1632,1632,1,3,0.274949341438703,1.30357142857143,0.0349681795238912,0.950270539233235,0.115257862730306
Lasioglossum,Animal,1632.1,1632,1632,1,3,1.09478021978022,1.625,0.00540067515519507,0.950270539233235,0.488133448140608
Lonchopteridae,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Megaselia,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Melanostoma,Animal,1632.1,1632,1632,1,1,0.125,1.96428571428571,0,0,0.65614129904474
Micropterix,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Miridae,Animal,1632.1,1632,1632,1,3,0.0458622346920219,1.17857142857143,0.0415858364275828,1.09861228866811,0.074765812029096
Muscidae,Animal,1632.1,1632,1632,1,1,0.25,2.14285714285714,0,0,0.770760866029826
Muscidae11,Animal,1632.1,1632,1632,1,1,0.0178571428571429,1.71428571428571,0,0,0.334363493505045
Muscidae3,Animal,1632.1,1632,1632,1,3,0.0647747642428494,1.21428571428571,0.0344066380525894,0.600166073159646,0.0257139267352683
Muscidae5,Animal,1632.1,1632,1632,1,1,0.00472813238770686,1.39285714285714,0,0,0
Muscidae9,Animal,1632.1,1632,1632,1,3,0.270221209050996,1.26785714285714,0.0424568198804685,1.09861228866811,0.228155572659662
Panorpa,Animal,1632.1,1632,1632,1,1,0.2,1.96428571428571,0,0,0.733861607193503
Pegoplata,Animal,1632.1,1632,1632,1,10,3.22349745408256,1.01785714285714,0.165581661014735,1.49832128513868,0.117771837849083
Phyllopertha,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Psilidae,Animal,1632.1,1632,1632,1,1,0.0178571428571429,1.71428571428571,0,0,0.334363493505045
Saltella,Animal,1632.1,1632,1632,1,2,0.259456264775414,1.375,0.0184460426066299,0.500402423538188,0.125185812174206
Scathophagidae,Animal,1632.1,1632,1632,1,1,0.0625,1.82142857142857,0,0,0.541521732059653
Sepsis,Animal,1632.1,1632,1632,1,3,0.14758527524485,1.21428571428571,0.0431009036955161,1.05492016798614,0.174883226857338
Sphaerophoria,Animal,1632.1,1632,1632,1,1,0.00472813238770686,1.39285714285714,0,0,0
Syrphidae,Animal,1632.1,1632,1632,1,6,0.306289455225625,1.125,0.0560703663523229,1.00597468454279,0.0144018671187811
Syrphus,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Tenthredinidae,Animal,1632.1,1632,1632,1,1,0.0189125295508274,1.39285714285714,0,0,0.0637239062375112
Themira,Animal,1632.1,1632,1632,1,2,1.02564102564103,1.75,0,0.693147180559945,0.657881238912695
Thricops,Animal,1632.1,1632,1632,1,5,1.28346712389266,1.125,0.0560703663523229,0.429372711148318,0.105407598210421
Tipulidae,Animal,1632.1,1632,1632,1,2,0.417857142857143,1.69642857142857,0.00632000500594456,0.636514168294813,0.605427535770258
Triphleba,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Udea,Animal,1632.1,1632,1632,1,1,0.00236406619385343,1.39285714285714,0,0,0
Achillea_millefolium,Plant,1632.2,1632,1632,2,6,2.45555555555556,1.36842105263158,0.0337243401759531,1.54030582522652,0.473125598021828
Alchemilla_xanthochlora,Plant,1632.2,1632,1632,2,7,3.75869565217391,1.36842105263158,0.00681003584229391,1.94591014905531,0.627378834859823
Caltha_palustris,Plant,1632.2,1632,1632,2,3,0.13167701863354,1.15789473684211,0.0412832239445143,1.03972077083992,0.168921360038529
Campanula_rotundifolia,Plant,1632.2,1632,1632,2,4,0.323556079103305,1.15789473684211,0.0412832239445143,1.27703425946614,0.230219920527402
Cardamine_amara,Plant,1632.2,1632,1632,2,2,0.247619047619048,1.42105263157895,0.003584229390681,0.693147180559945,0.51003322478718
Chrysoplenium_alternifolium,Plant,1632.2,1632,1632,2,1,0.05,1.63157894736842,0,0,0.369795848376077
Euphrasia_officinalis,Plant,1632.2,1632,1632,2,6,1.04750957854406,1.31578947368421,0.0224782386072709,1.74786809746676,0.333462400071514
Homogyne_alpina,Plant,1632.2,1632,1632,2,3,1.09761904761905,1.31578947368421,0.0231502816180236,1.09861228866811,0.546022486881754
Leontodon_hispidus,Plant,1632.2,1632,1632,2,4,0.148843435425145,1.15789473684211,0.0412832239445143,1.242453324894,0.0699093204206935
Myosotis_sylvatica,Plant,1632.2,1632,1632,2,1,0.0476190476190476,1.52631578947368,0,0,0.359531992593827
Potentilla_aurea,Plant,1632.2,1632,1632,2,5,0.781084457771114,1.26315789473684,0.0303961271703207,0.866059870249309,0.264930597111017
Potentilla_erecta,Plant,1632.2,1632,1632,2,11,3.56547559553557,1.15789473684211,0.0512742633710376,2.24517158941152,0.290784290887059
Ranunculus_acris,Plant,1632.2,1632,1632,2,19,10.5306215939649,1,0.322811641763255,1.8290898764805,0.180825203338687
Ranunculus_montanus,Plant,1632.2,1632,1632,2,11,4.24494419456938,1.05263157894737,0.150768631010566,1.26694033026612,0.340423444266586
Scorzoneroides_autumnalis,Plant,1632.2,1632,1632,2,17,9.43208514790224,1.10526315789474,0.0701234697202439,2.05026552547668,0.16352521526125
Thymus_praecox,Plant,1632.2,1632,1632,2,4,1.25,1.31578947368421,0.108993157380254,1.38629436111989,0.550424312609545
Trifolium_pratense,Plant,1632.2,1632,1632,2,3,1.21111111111111,1.73684210526316,0.010752688172043,1.09861228866811,0.661800288019651
Trifolium_repens,Plant,1632.2,1632,1632,2,1,0.7,1.84210526315789,0,0,0.904235016840307
Veronica_alpina,Plant,1632.2,1632,1632,2,3,1.34202898550725,1.47368421052632,0,1.03972077083992,0.583615848419928
Veronica_serpyllifolia,Plant,1632.2,1632,1632,2,1,1,,0,0,1
Aster_bellidiastrum,Plant,1632.2,1632,1632,2,4,0.633954451345756,1.15789473684211,0.0412832239445143,1.16222554492109,0.293429429898658
Agromyzidae,Animal,1632.2,1632,1632,2,1,0.142857142857143,1.9047619047619,0,0,0.617980844693343
Anoplus,Animal,1632.2,1632,1632,2,1,0.0151515151515152,1.76190476190476,0,0,0.177491126015002
Anthomyiidae2,Animal,1632.2,1632,1632,2,8,2.03090129115315,1.21428571428571,0.0546757255090588,1.07675169444404,0.256729206307463
Apidae,Animal,1632.2,1632,1632,2,3,0.194083694083694,1.76190476190476,0.000398247710075667,1.09861228866811,0.387931186305785
Auchenorrhyncha,Animal,1632.2,1632,1632,2,1,0.00613496932515337,1.57142857142857,0,0,0
Bombus,Animal,1632.2,1632,1632,2,4,1.58946830265849,1.52380952380952,0.0417306707629288,0.940447988655326,0.783670327901805
Botanophila,Animal,1632.2,1632,1632,2,8,1.8982437037006,1.19047619047619,0.0923101341112094,1.83437197028162,0.143601005331371
Bradysia,Animal,1632.2,1632,1632,2,1,0.0555555555555556,1.78571428571429,0,0,0.432565076034082
Buprestidae,Animal,1632.2,1632,1632,2,1,0.00613496932515337,1.57142857142857,0,0,0
Cheilosia,Animal,1632.2,1632,1632,2,10,2.89411691526641,1.23809523809524,0.0755652402157778,1.97488503992004,0.281150306999358
Chloropidae,Animal,1632.2,1632,1632,2,4,0.671888053467001,1.52380952380952,0.0108223815213063,1.33217904021012,0.392228003400513
Dinera,Animal,1632.2,1632,1632,2,1,0.0131578947368421,1.64285714285714,0,0,0.149794715178531
Empididae,Animal,1632.2,1632,1632,2,6,1.05499037610759,1.21428571428571,0.132407989262828,1.7045514452673,0.306265827053528
Epistrophe,Animal,1632.2,1632,1632,2,1,0.25,2.07142857142857,0,0,0.727844062533666
Episyrphus,Animal,1632.2,1632,1632,2,1,0.0131578947368421,1.64285714285714,0,0,0.149794715178531
Eristalis,Animal,1632.2,1632,1632,2,1,0.0263157894736842,1.64285714285714,0,0,0.228056127666709
Eupeodes,Animal,1632.2,1632,1632,2,1,0.00613496932515337,1.57142857142857,0,0,0
Figitidae,Animal,1632.2,1632,1632,2,1,0.0555555555555556,1.78571428571429,0,0,0.432565076034082
Formica,Animal,1632.2,1632,1632,2,4,0.710682637063005,1.35714285714286,0.0790833320403213,1.32966134885476,0.362056244110996
Geomyza,Animal,1632.2,1632,1632,2,1,0.0131578947368421,1.64285714285714,0,0,0.149794715178531
Halictus,Animal,1632.2,1632,1632,2,1,0.0131578947368421,1.64285714285714,0,0,0.149794715178531
Hybotidae,Animal,1632.2,1632,1632,2,1,0.142857142857143,1.9047619047619,0,0,0.617980844693343
Hydrophoria,Animal,1632.2,1632,1632,2,1,0.333333333333333,2.33333333333333,0,0,0.784321522383625
Hylaeus,Animal,1632.2,1632,1632,2,1,0.0131578947368421,1.64285714285714,0,0,0.149794715178531
Hylemya,Animal,1632.2,1632,1632,2,1,1,,0,0,1
Ichneumonidae,Animal,1632.2,1632,1632,2,1,0.0909090909090909,1.92857142857143,0,0,0.529247572364545
Issidae,Animal,1632.2,1632,1632,2,2,0.158008658008658,1.73809523809524,0.000627240143369176,0.693147180559945,0.348976008676852
